review_es,sentimiento
"Barney and Friends ... The Dora The Explorer de los 1990.Ok, lo admitiré. Cuando era niño, Barney era mi héroe definitivo. Tuve mi juguete de peluche de Barney y solía ver los mismos episodios de Barney una y otra vez en la cinta de video. Tal vez cause que fue tan recubierto de azúcar y adormecida. Sin embargo, cuando cumplí 7 años, comencé a odiar a Barney. Todos en la escuela habría disfrazado de Bolney, y continué con él (principalmente porque era divertido) y es lo que hacen los niños. Pero unos años más tarde, descubrí algo más sobre Barney que nunca olvidaré. Una persona conocida en el IMDb, ya que Angel_Meiru hizo un ensayo para la escuela, explicando los peligros de observar a Barney, y él o ella lo publicó en los tableros de mensajes. Muchos de esos peligros tienen sentido. Barney es un dinosaurio que puede cobrar mágicamente durante un día en la escuela. Supuestamente es educativo, o así es una lixiviación sheryl (creador de Barney), pero en realidad, todo lo que puedo recordarle enseñándome, es que la magia puede resolver cualquier cosa, lo que no es cierto. Al terminar con este comentario, me gustaría decirle Tú una pequeña historia. Una vez había un niño que observaba un episodio particular de Barney. Un día, estaba solo, cuando un extraño lo atraía a su auto y se alejó con él. No conozco el resultado (pero es seguro asumir que el niño murió), ¡pero ¿por qué se secuestró en primer lugar? Debido a que vio el episodio de Barney y Friends titulado ""Un extraño es un amigo que aún no has conocido"". 0/10",negativo
"""Una historia de dos hermanas"" es un brillante horror psicológico surcoreano que me dejó sin palabras. La película ofrece algunos momentos deliciosos de horror espantoso y es extremadamente espeluznante. El pequeño elenco de actores es verdaderamente excelente, con el plomo. Soo-Jung siendo especialmentememorable en el rol de plomo. La dirección de Kim Ji-Woon está bien manejada y la cinematografía es absolutamente hermosa. La trama es ligeramente confusa, pero algunas escenas son maravillosamente extrañas. La acción es bastante lenta, pero no estaba aburrida en elmás mínimo; era extremadamente curioso e intrigado. La casa, donde se lleva a cabo la película se ve increíblemente amenazadora y aislada. ""Un cuento de dos hermanas"" se encuentra junto con ""Ringu"" y ""Kairo"", una de las películas de terror asiáticas más originales que tengo.Alguna vez se le ha visto. Observe a esta obra maestra tan pronto como sea posible. My Clasificación: 10 de 10.",positivo
"Sí, en esta película, le tratan a varios pequeños muñecos de nieve en el ataque, aparentemente, un clima muy cálido, así que sí, esta película definitivamente no debe tomarse en serio. De hecho, es una película mucho peor que la original como al menos con la que se parecía toda la producción que costaba más de un par de dólares y una cámara de video para hacer. Tiene sus momentos graciosos, pero realmente jugando de la baratura de tu película y haciendo que sean las risas, es un poco débil haciendo una película si me preguntas. No se puede encontrar una buena historia, sus efectos serán realmente malos, oye, hagamos que la película se vea lo más mala posible con horribles revestimientos y tenemos nuestra película. El primero al menos tenía una historia algo creíble como el muñeco de nieve en ese lugar atacado durante el invierno y no lo que equivale a un resort. También también tenía mejores efectos, este es solo un paso o dos por delante de ""Hobgoblins"" en lo que respecta a los monstruos y realmente quieres ser más que un paso un dos por encima de un montón de títeres. Aún así, compensa todo esto con un súper final que representa un gran recipiente marítimo que se saca de la Mighty Frost. En realidad, solo estoy bromeando, pero en realidad era la parte más divertida de la película.",negativo
"Otra versión de Madre de todos los giros de gángsters, el clásico ""padrino"" y otro caso de exceso de exageración debido a los medios de circo. Sarkar, la 13ª película hindi de Ram Gopal Varma, ya que el director también es el más débil en su trilogía de underworld, incluidos los otros dos, siendo la excelente satya y compañía. El carisma, la persona magnética de los dos balanches que tocan el dúo del padre-hijo en la pantalla por primera vez es definitivamente un tratamiento para vigilar. No solo actuaciones sólidas, sino que su química perfecta es el punto de puntuación más grande aquí para el cual el Varma debe ser aplaudido. Sin embargo, falta la misma ecuación del dúo con los otros personajes en la película. Razón: los otros personajes se ven más como caricaturas de caricatura ESP. Los villanos representan los típicos baddies de Bollywood. Un personaje que atrae la atención es el hijo mayor jugado por Kaykay, pero nuevamente no puede mantenerse debido a la caracterización a medias. . El drama y el conflicto se sienten vivos por el uso excesivo de tiros cercanos, lo que llevó un efecto claustrofóbico con razón para construir un ambiente. El puntaje de inquietud (Amar Mohile) y el diseño de sonido (Kunal Mehta, Parikshit Lalwani y Anup Dev), junto con un fondo oscuro y turbio superpuesto por imágenes poderosas de brillo (Camerawork por Amit Roy) contribuye a los imágenes tan típicos del estilo de Ramu. Pero hay un uso excesivo de la música, aunque afortunadamente, no hay canciones en la película. Pero, ¿se puede mantener el interés de la audiencia ""inteligentemente en crecimiento"" de hoy en los hombros de dos intérpretes y imágenes fuertes? No lo creo. Seguramente, la audiencia ""Masangey más"" y aquí la película no se entrega. En cualquier adaptación, para agregar una nueva dimensión, el mayor requisito previo es el guión, que está lentamente, aquí no está crujiente en lugares, y por lo tanto, el ritmo se afloja con bastante frecuencia. Lo que finalmente está sujeto a la audiencia es un drama muy predecible, muy común con muy poco elementos sorpresa. El principal director de truco Allan Amin Ghani tampoco está en su mejor forma. Algunas escenas que requieren un tratamiento diferente incluyen: un ministro está hablando de que Sarkar y el hijo se escuchan; Un lanzamiento muy aficionado a la cárcel en Sarkar, Sarkar Jr. se escapa de las garras de sus enemigos, un hijo se motivó fácilmente a matar a su propio padre, un hijo está entrando en secreto en secreto para matarlo, un comisionado de la policía con Sarkar Jr -Todos esto requiere un enfoque más realista y difícil de golpear, que es el back-hueso para crear el conflicto requerido. Los diálogos son débiles por ejemplo. Mire una línea aficionada donde un CM le dice a Sarkar Jr. - ""Comisionado de la policía de WO Jo, USAY MAINA HATA DIYA"" .. Las mujeres que toman la gente de Sarkar's TRABAJANDO. Las negociaciones ininterrumpidas sobre las actividades delictivas, mientras que Sarkar es con su familia, también se ve un poco fuera de lugar, de hecho, la película sigue un gráfico de manera bastante similar a la propia producción de Ramu: Ab Tak Chhappan. Al representar la batalla entre el bien y el mal, el otro lado de la vida, la ley, la policía, la administración, la política se ignora por completo. Ciertamente, se espera más en el contenido. Aquí, la película definitivamente cae corta y no pudo elevarse por encima de una tarifa promedio. Estimado Ramu, estuvo de acuerdo en que ahora se está riendo en su camino hacia el banco, definitivamente necesita tomar algunas medidas de revisión drástica en su fábrica de producción de cine, antes de que sea demasiado tarde.",negativo
"En primer lugar ..... ¿Qué demonios?¿Por qué en el mundo están tratando de vender una pequeña pieza de mierda de bajo presupuesto en la televisión nocturna a última hora de la promesa de basura perturbadora e ofensiva enferma que cualquier ser humano real normal con un alma no pudo verlo?¿Qué es lo que la mierda es divertida acerca de que un perro resultó herido, una abuela sacudió la cabeza ... ¡un chico que sacó la mano a las piezas y dos chicas que van al baño?Lo que demonios ha llegado este mundo a esa gente encuentra comedia en alguna cosa tan completamente enferma.Cualquiera que piense que este tipo de material es gracioso, ni siquiera debe permitirse caminar por la tierra.Pero de lo que escucho que ni siquiera es ofensivo ... así que ... prometen la comedia a través de males de basura enfermas ... y ni siquiera pueden apagarlo.",negativo
"Puaj. Bastante horrible.Linnea Quigley obtiene la máxima facturación, pero su personaje no tiene una gran parte. ¿Quién es su personaje que se supone que es de todos modos, la tía del niño pequeño? Otro usuario comentó sobre su desnudo en una escena de la ducha. Mientras había una escena de la ducha en la película, era una cabeza de cabeza y hombros. Tal vez haya algunas versiones alternativas de esta película. Permite tener una parte más grande que John Carradine, Cameron Mitchell y Brinke Stevens, sin embargo,. Carradine se muestra brevemente en una túnica monja de diálogo vago. Ningún otro personaje está en la escena con él, aunque se compone de él, o si no hay disparos sobre el hombro que pertenecen sin lugar a otra persona. También hay una foto realmente mala de él en un camafeo (parece una mala fotocopia), y una imagen decente de él en una biblia familiar. Él evocó Jack-O originalmente, o algo así. El Cameron Mitchell aparece brevemente en un televisor como un horror de TV. Brinke Stevens está en la película que está mostrando ""The Coven"", en el que corre alrededor de un cementerio en una bata. Evidentemente, hay más de las imágenes de Brinke como una característica de bonificación en el DVD de retromedia DVD Marca de doble característica de la bruja / Las novias llevaban sangre.Jack-O: ¿De qué se trata? Darn, si lo sé. A un niño pequeño se le contan una historia sobre un asesino demonio de cabeza de calabaza, y él y algunos otros niños están asustados por una mujer que creen que es una bruja por alguna razón. Ella lo sigue a casa y le ofrece ayuda a su familia con su garaje encantado para Halloween (ponga su mano a través de un agujero y sentir a los globos oculares que en realidad son uvas, etc.). El asesino con cabeza de calabaza aparece varias veces para aferrarse a las ramas mientras observa a la gente, o sostiene su guadaña frente a la cámara y posa con él por un tiempo. A veces, se logra hacer más que solo ponerse de pie con las cosas, y en realidad mata a la gente. También hay algunos flashbacks a una familia occidental o de pradera, con el niño jugando al niño en esa familia también: los antepasados ​​de la suya, creo. Creo que se conviertan en la historia de fondo de Jack-O, pero no estoy seguro de cómo. El niño pequeño es ostensiblemente el personaje principal, pero realmente no aprendemos nada sobre él, excepto que usa gafas, tiene pesadillas y luchará contra los acosadores. Incluso si va a golpear en el proceso. Debería haber pasado más tiempo estableciendo su carácter. No podría haberle cuidado menos si él murió. No se recomienda, ni siquiera para Halloween.",negativo
"Cuando uno de mis amigos me recomendó esto, volando acerca de lo bien que se filmó, los temas subyacentes y la grandeza general de la película, obviamente esperaba una película increíble, al menos entretenida. Las dos horas que pasé observando esto resultó. Sé un enorme residuo decepcionante de mi tiempo. Entiendo que esta película está destinada a ser surrealista, pero incluso en películas surrealistas, hay algo que lo ancliza, incluso si es solo en lo más mínimo. Esta película, por otro lado, se sintió forzada y falsificada. Muchas de las tomas eran innecesarias y observarlo me hizo pensar que el director estaba tratando de ser difícil ser artístico. La actuación era pobre, y las relaciones entre los personajes no estaban casi lo suficientemente desarrolladas. Tal vez eso me falta algo que otros podían ver, pero ni siquiera me había dado cuenta de que había ningún tipo de atracción entre DAE SU y Migo antes de que comenzarían a conseguirlo como los conejos a mitad de la película. Luego, de nuevo, tal vez esta película fue simplemente mala. No estoy en contra de la violencia en las películas, pero en este caso, casi todo fue simplemente innecesario. A lo largo de todas las escenas de lucha, me sentí encogiéndome con lo dolorido que era todo lo que era todo. ¿Y la trama? La palabra risa viene a la mente. Me divertiría si no hubiera desperdiciado dos horas de mi vida siguiendo esta parcela mal pensada y ridícula. A pesar de las fallas de la película, al final, esperaba que algo interesante concluirlo. No discutiré el final, porque no querría ""estropear"" la película para aquellos que no lo han visto. Solo que la metáfora ""sea una roca o un grano de arena, en el agua se hunden de lo mismo"". no se puede utilizar como una explicación para todo. Esta película completa fue hecha para el valor de choque y el valor de choque solamente. Solo espero que las personas más tarde o posteriores dejarán de dejar de ser tan pretencioso y reconocer una mala película para lo que es. He visto muchas otras grandes películas coreanas y me deprime que la gente ha aclamado a Oldboy como lo mejor.",negativo
"Realmente, no importa que nadie aquí le guste esta película, lo hago, y de eso se trata esta revisión.Lou Diamond Phillips es genial en este papel de comedic.esa línea sobre el tren AB y C es ahora para mí un clásico instantáneo, el CG es genial, sí, el tren se ve un poco falso, pero los alienígenas Wow, siempre rockean, y los puentes de Todd, donde está Arnold, y el Sr. Drummond,, Wow ha estado fuera del circuito, supongo que eso es lo que te hace la cárcel. Un tren de bala está en camino a Las Vegas con el senador para que él brinde un gran discurso, un meteoro acaba de golpear, y ahora todosDe repente, tenemos a los alienígenas correr sueltos a bordo del tren, y nuestro Hero Pop tiene que salvar el día, para empeorar las cosas, su ex esposa está a bordo discutiendo con él.Solo pensé que esta película era tan maravillosa, una visita obligada si te gusta la acción.",positivo
"La historia revisionista: hacer que el malvado marqués de Sade sea un romántico semi-heroico, es lo suficientemente animado.Pero la atroz actuación, la cinematografía aficionada y el terrible doblaje hacen que esta película sea golpeada.La única razón para seguir observando es que casi todas las mujeres en la película son preciosas.Y, sorprendentemente, ser torturado por días, con las manos atadas por encima, aparentemente no restan a la belleza, el peinado y el maquillaje de una mujer.Supongo que los productores filmaron principalmente en Rusia, eligiendo a las mujeres por su apariencia, y la voluntad de trabajar barato, en lugar de la capacidad de actuar.Si decides ver esto porque no tiene nada mejor que hacer, o es un estudiante de cine en busca de malos ejemplos, avance rápido a través de cada escena que no involucre a la desnudez.",negativo
"Esta película se basa en una jugada, y es la segunda adaptación de este trabajo. Paul Sorvino juega al entrenador de baloncesto de un equipo de jugadores que contra todas las probabilidades se llevaron a casa el campeonato hace 20 años. Todos se conocen para una reunión. Terry Kinney juega a James, un director junior alto, y rápidamente se pondrá en contacto con los nervios con todo su lloriqueo y sentirá pena por mi papel. Vincent d'Onofrio, como Phil, juega a un hombre de negocios desagradable con la cantidad correcta de Cockiness ""Dinero"". Tony Shalhoub es George, el alcalde actual de la ciudad, y parece estar al borde de algún tipo de avería. Gary Sinise juega a Tom, un escritor, convertido en alcohólico, y en mi opinión, es excelente en el papel. Si bien todos se supone que están celebrando su campeonato, conflictos, celos y luchadores abundan. A medida que los hombres llegan a un acuerdo con lo que era, y ahora, se ven obligados a mirar sus vidas de una manera no agradable. Es inusual tener un grupo de hombres que hablen y lloran sobre lo que podría haber sido, y me pareció interesante observarlos relacionados entre sí. No es la mejor película que he visto, pero ciertamente es lo suficientemente bueno para una visualización.",positivo
"Jamie Foxx es divertido, pero esta película se ha hecho antes.El chico malo juega un carácter ""Malkovichian"" de ""en la línea de fuego"".Los policías harán cualquier cosa para encontrar al chico malo, y por supuesto, el buen tipo tiene dos conjuntos de chicos malos y un conjunto de policías después de él, mientras que él está tratando de entregar una nueva hoja ...",negativo
"Grandes artistas, siempre sufridos mientras eran jóvenes. Podría mencionar Mozart y Beethoven, pero ese no es el punto. Esta película fue hecha por Hg Clouzot, cuya familia quería que él tuviera éxito en las profesiones de la ley. Su estrella principal es Louis Jouvet, que estudió y practicó como farmacéutico antes de convertirse en ""el mayor actor"" y también director del teatro de Francia antes y después de la Segunda Guerra Mundial. Ambos tenían problemas de salud. Clouzot tenía TB, mientras que Young, Jouvet tenía problemas cardíacos y murió en un teatro ..., en forma de eventos, forman el carácter de los hombres (y las mujeres, por supuesto). Incluso se podría decir que los artistas de hoy son tan pobres, porque nunca habían sufrido y lucharon por sus vidas. Para mí, esta es la mayor de las películas de Clouzot. ""Salarios del miedo"" es mayor en el ""suspenso"", ""Diabolique"" también tiene más ""suspenso"" y una mejor parcela y es más sobre ""Malvado femenino"" .Qui des Orfèvres es más humano. Clouzot fue acusado falsamente por el entorno de De Gaulle (en su mayoría comunistas y judíos) de colaboración con los nazis y prohibió hacer películas hasta que de Gaulle dejó al gobierno de Francia a principios de 1946. De Gaulle regresó en 1958, como presidente. Los personajes principales son todos. Buenas almas: Jenny L'Amour puede actuar como un ""piqueta"" en el escenario, pero ella no es una ""puta"" (las quejumbras forman sinónimos de esas palabras, pero no son lo mismo), ama a su marido y rechaza el leve "" Avances de su amigo (presumiblemente lesbianas) Dora, el fotógrafo. Meaurice El esposo está celoso y tímido, pero se escapa de la escena del crimen. Es un cobarde porque se enamoró de una mujer y cotizó una carrera más exclusiva. Para el amor ...antoína, el detective (interpretado por el Gran Luis Jouvet, básicamente un actor de escenario, se desempeña en este ""gris"" francés, ni noir, así como por ejemplo, Robinson en ""Doble Indemnity"") muestra el estilo para los pseudo criminales, la ternura por un hijo negro (?), y compasión por t ¡El verdadero autor del crimen, porque él recuerda que el padre limpió las letrinas en el castillo de algún nobleau! Clouzot fue capaz de abofetear la cara de un actor para ponerlo en el estado de ánimo correcto, pero en lo profundo de él era muy humano. Tengo su horóscopo frente a mí. Tenía Venus en Sagitario, lo que significa apertura, devoción, caridad y altruismo. Para aquellos que no creen en la astrología, mis disculpas más sinceras ...",positivo
"Esta película es sobre el desarrollo.Las personas que crecen y las personas se desvanecen, las personas sorprendentes y las personas decepcionantes.Lo tiene todo y más.Hay esperanza, frustración, injusticia, justicia, amor y odio.Es realmente un drama clásico que tiene fantásticos actuaciones de todo el reparto, pero especialmente Whoopi Goldberg en su rol debut. Esta película me hizo sentir muy humana y orgullosa de la misma, y sugiero que esta película sea obligatoria cada sábado en todas las cárceles enEl mundo: toca tu compasión.Clasificación: 10 de 10PS: Lo admito: arrojé una lágrima de alegría durante la escena final.",positivo
"La parte final de la trilogía de Kieslowski basada en los colores de la bandera francesa encuentra al director de paz con la naturaleza metafísica y trascendente de la imagen cinematográfica. En rojo, las imágenes son primordiales, así como la codificación de colores obvia pero inteligente. Sin embargo, en lugar de adherirse a los ingenios estéticos vacíos basados ​​en el 'cinema du look', el rojo de Kieslowski es una meditación de múltiples capas, densamente trazadas sobre la naturaleza del destino y el amor. En rojo, el amor y el destino están entrelazados, pero las nociones complejas, dictadas tanto por los caprichos de los seres humanos como las asociaciones paralelas invisibles que parecen transmitirnos. Sentido que el rojo es realmente una alegoría, una recreación de los gestos omnipresentes de Prospero en la tempestad, sin embargo, es más de lo que aparece su historia. Red exige innumerables visitas, y en cada visión se descubre que se descubre algo nuevo que se ajusta a la estructura ya implacable enmaculadamente. A pesar de que el rojo se mantiene solo como una obra maestra de Kieslowski, se ve mejor como parte de la trilogía. Los elementos de azul y blanco se hacen referencia en rojo, lo que sabe que los espectadores disfrutarán.",positivo
"Como admirador de larga data de la película de 2001 ""Moulin Rouge"" y un admirador más reciente de la creación de cine de Jean Renoir, sabía que inevitablemente observaba a su ""Cancan francés"" tarde o temprano. La película cuenta una historia ficticia de la apertura del club nocturno Moulin Rouge. El Impresario Danglard (Jean Gabin) intenta convertir a Montmartre Laundress Nini (Françoise Arnoul) en una estrella de Cancan, sin despertar la ira de su amante tempestuosa, la lola danzante de vientre (Maria Felix). Este es solo uno de varios triángulos de amor en ""francés CANCAN"", fiel al estereotipo, estos folks franceses que siempre se están enamorando. Reengoir dirige con su típico humor suave y atención a los personajes de apoyo, y también escribió las letras a un hermoso La canción de Waltz se destacó de manera prominente en la película. Gabin se encarna perfectamente al envejecimiento del Héroe de Playboy Francés. Arnoul es una linda pelirroja que la sostiene en los números de baile, excepto por unos pocos tiros de trucos donde obviamente se usa un doble. ""Francés Cancan"" se factura como una comedia musical y, mientras que hay muchos números musicales que tienen lugar en el Etapa de discoteca, etc., solo un personaje, Casimir, se rompe en la canción en medio de la conversación. El actor que le toca, Philippe Clay, es divertido de ver, un joven muy alto y delgado que canta, baila y hace contorsiones. La película termina con una larga secuencia de Cancan, ya que todos los personajes aprenden a triunfar sobre sus problemas. y hacer arte juntos. El baile está mucho más iluminado y editado de forma coherente que en ""Moulin Rouge""; De hecho, si tengo una queja sobre ""Francés Cancan"", es que todo es un poco demasiado técnico. Incluso cuando Nini experimenta angustia o alguien canta una canción melancólica, la iluminación es brillante y plana, sin sombras entrometiéndose. Sí, el resultado es una comedia musical alegre y saludable; Es solo que no puedo evitar pensar que las cosas no eran tan coloridas e inocentes en la vida real.",positivo
"No puedo creer que aquellos alabando esta película aquí no estén pensando en alguna otra película.Estaba preparado para la posibilidad de que esto fuera horrible, pero el guión (o la falta de ella) hace que una película también sea sin sentido.En el lado positivo, el nivel general de embarcaciones por parte de los actores y la tripulación técnica es bastante competente, pero cuando tiene la oreja de la cerda para trabajar con usted, no puede hacer un bolso de seda.Los fanáticos de Ben G deben atenerse a casi cualquier otra película que haya estado. Los fanáticos de Dorothy s deben atarse a Galaxina.Los fanáticos de Peter B deberían atenerse a la última película y destino.Los fanáticos de las risas baratas a expensas de aquellos que parecen estar pidiendo que deberían atenerse al libro increíblemente terrible de Peter B, matando al unicornio.",negativo
"Satisfacer la fantasía con los barcos que navegan a través de nubes con cañones, temores malvados, paisajes extraños, manipulaciones de tiempo, grandes sets, vacío de la realidad, tal vez como la historia que nunca terminan o algunas cosas merlin.Si te gusta eso, te encantará.Christine Taylor es hermoso.La lucha de la espada es Phoney.La música es encantadora.Buena gana, se besan, todo está bien, y el cocinero está satisfecho.",positivo
"Una pieza de trivia que a menudo se olvida de esta película familiar es una de las empresas. En 1994, esta película celebró el registro para el estreno de la película más grande en la historia de la imagen en movimiento (y puede continuar sostener).Se llevó a cabo en Pittsburgh, Pennsylvania, sin duda en honor a los ""ángeles"" de la película original que ""persigue"" a los piratas de Pittsburgh.En este remake ""persigue"" a los Angels de California. En su lugar, el estreno se llevó a cabo en el estadio de tres ríos, que fue el hogar de los piratas de Pittsburgh y los Steelers de Pittsburgh en ese momento (los piratas ahora están ubicados en PNC Park y elSteelers en el campo Heinz).El estreno se llevó a cabo en una pantalla de cine que fue de cinco pisos de altura dentro del estadio y se mantuvo (e incluso puede continuar sostener) el registro para el estreno de la película más grande de la historia, se muestra a 60,000 fanáticos.Danny Glover, Tony Danza y Christopher Lloyd estaban asistiendo a la admiración de miles de fanáticos deportivos.",positivo
"Este se considera una película clave de pre-código, del director que luego hizo la biopeca musical la historia de Jolson (1946), pero también la invasión de ciencia ficción paranoica U.S.A. (1952)! - y presenta uno de los mejores roles tempranos de Barbara Stanwyck. LaShe está respaldada por un excelente fundido que incluye actores populares y personajes de valor vigentes del día: George Brent, Douglass Dumbrille, Edward Van Sloan, Nat Pendleton y John Wayne (en un punto direccionando Stanwyck con el apodo titular, derivado de una canción popular que se escucha constantemente) en la categoría anterior y, en este último, Robert Barrat (como padre de Stanwyck), Donald Cook (como su conquista más trágica), Alphonse Ethier (como su anciano Mentor - Más sobre esto más tarde), Arthur Hohl (como político letero) y Henry Kolker (como jefe y suegro de Cook, a quien Stanwyck también seduce). Curiosamente, las escenas en las que apareció Walter Brennan. ¿Posteriormente se eliminaron a su propia solicitud cuando la película se metió en problemas con los censores! Abreted incorporado por crepitante, es decir, típicamente diálogo hervido y conjuntos de grot realistas, la narrativa contiene connotaciones inesperados de la filosofía de Nietzschean a Nuestra heroína de la pequeña ciudad por el intelectual Ethier (Stanwyck se quema al principio de que no es ""Bola de fuego"" que, por supuesto, contradice su comedia posterior, dirigida por Howard Hawks y co-protagonizada por Gary Cooper, ¡de ese nombre!) . Bajo los auspicios de Ethier, ella rápidamente florece en un personaje esencialmente sin corazón determinó que nada permanecerá en su camino hacia el éxito; La representación simbólica de su aumento en la estatura en la Firma de Nueva York, finalmente, que finalmente está empleada, que recuerda a un Sardony Sardonic, relacionado con la lujuria de un Ambicioso de Power, en octubre de Sergei Eisenstein, ¡en octubre (1927) de Sergei Eisenstein! Sociológicamente, también es interesante que Stanwyck se ve constantemente pegando su cuello para su doncella / compañera negra. Los dos primeros tercios de la película son simplemente excelentes; Al principio, encontré las últimas etapas un poco decepcionantes, porque esperaba ver a Stanwyck, conseguir su comeuppance cayendo por el personaje de George Brent con tarebrem, mientras él ignora a ella ... ¡pero, al igual que los demás, pronto! Sin embargo, en la segunda visualización, este aspecto se sintió menos jarring, ya que es evidente que Stanwyck ha sido afectado por las dos muertes que ha causado su comportamiento egoísta, y que su mandato en París le ha ablandado (incluso si ella intenta aferrarse a ella. Ganó la riqueza durante el tiempo posible). Reelesé en DVD por Warners como parte de su colección Prohibida Hollywood Volumen 1, la película se presenta en dos ediciones sorprendentemente diferentes, una versión de pre-liberación recientemente desenterrada y la impresión de liberación teatral de Tamer. Entre los considerables imágenes de archivo cortado de este último es el diálogo relacionado con la vida de Stanwyck como un vagabundo desde la edad de 14 años (aunque se ha escuchado en el remolque acompañante), mientras que muchas otras escenas se han acortado (es decir, censurado para el contenido): la Fisticufel violenta que se desarrolla entre Stanwyck y Hohl después de que ella resiste sus avances; la seducción en el coche del ferrocarril; La escena en la que Dumbrille se sorprende de Stanwyck por cocinar; el tiroteo, seguido de un suicidio (solo se escuchan disparos en la versión más corta); Stanwyck pensando en sus conquistas, mientras que el fonógrafo está jugando (de nuevo, solo Brent aparece en la versión liberada a los teatros), etc. Entonces, utiliza, entonces, utiliza suplementos para algunas escenas, e incluye un disparo de establecimiento de la ciudad que falta. la versión más larga; Sin embargo, también obtendremos una finalización feliz obviamente pegada (la versión de liberación previa concluye bruscamente en una nota abierta muy efectiva) y una carta de precaución igualmente no convincente enviada por Ethier a Stanwyck en Nueva York, que, básicamente, tiene la función. de sustituir todas las referencias a Nietzsche!",positivo
"Primero, tenga cuidado de ver esta película en la televisión y con el inglés doblado, lo que puede haber echado de lado por completo de la atmósfera.Sin embargo, calificaré lo que vi y espero que alejaré a las personas de esa versión.Encontré esta película insoportablemente aburrida.Toda la atmósfera de la película se pierde con doblaje, dejando la lenta frustración de una película de acosador.Lo siento, pero el peor pecado de la película en mi libro es ser lento, excepto cuando la película sobre la filosofía.No vi ningún significado filosófico profundo en esta película.Tal vez me perdí algo, pero tengo que decirlo como lo veo.Lo calificé un ""1"".¿Qué puedo decir, los gustos orientados a los Estados Unidos, tal vez?",negativo
"Tony Curtis y Skip Homier ambos están usando negro con zapatos de lona de borde blanco en las escenas justo antes y después del estanque de natación y el tanque que se está volando.Debe haber sido demasiado difícil en los pies de las estrellas jóvenes. Si los verdaderos marines habían estado en la misión, habrían estado usando botas.En las primeras escenas se quitó de su legginal, justo antes de comenzar a su pequeño viaje para encontrar al agricultor.Cuando se fueron a la zona donde cavaron los agujeros de zorros Tony y los saltos están usando botas de combate, luego, más tarde, cuando Levorjoy y Curtis se encuentran en el Framer y su hija Tony lleva las ""zapatillas de tenis"", pero hey ha estado ennegrecido.La película sobre una historia real, pero ¿realmente necesitaban el interés del amor?",negativo
"Pensé que tal vez ... tal vez esto podría ser bueno. Una aparición temprana por el re-animador (Jeffery Combs); Muchos homenaje a las viejas películas de terror; La etiqueta Troma en el frente ... ¡Esta película podría ser una gema! Pensé que estaba mal.FrightMare es un homenaje aburrido, encantado, medio con caza a las películas de miedo de YORE. La historia es una antigua, los jóvenes se rompen en una casa, emborrachándose, haciendo el amor y manipulando las cosas que no deben ser manipuladas. La fórmula de cine slasher reciclada se usa aquí, esta vez con un pensamiento para ser un actor muerto llamado Conrad Radzoff haciendo el asesinato. De hecho, la actuación del actor de RadZoff Ferdy Mayne es la única cualidad redentora de esta película. Él hace muy bien el personaje de estilo Dracula Snooty Drácula. Pero en cuanto a los niños, no es tan bueno, con peines que solo tienen una parte mínima. La película carece de valor de entretenimiento, y solo cuenta con un carácter genial, y una o dos escenas que pueden mantener su atención. No recomiendo esta película a menos que esté desesperado por algo que ver, y esta es la única película que queda en Blockbuster.",negativo
"Las películas de los tomates asesinos tienen este tipo especial de humor, o lo amas o lo odias.Personalmente me gusta, pero en esta cuarta película se ha ido.Los tomates no son iguales, los chistes son cojos, incluso los actores no son tan graciosos.Porque eso es lo único que se supone que es este tipo de películas, divertido. Ahora que sigue la trama hecha para reír, es molesto.Realmente no deberían haber hecho la cuarta parte a la trilogía de los tomates asesinos.",negativo
